#
#   VizieR Astronomical Server vizier.cfa.harvard.edu
#    Date: 2016-10-18T14:32:59 [V1.99+ (14-Oct-2013)]
#   In case of problem, please report to:	cds-question@unistra.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	votable-version=1.99+ (14-Oct-2013)	
#INFO	-ref=VIZ5806326966da	
#INFO	-out.max=unlimited	
#INFO	queryParameters=46	
#-oc.form=dec
#-out.max=unlimited
#-out.add=_r
#-out.add=_RAJ,_DEJ
#-nav=cat:B/sb9&tab:{B/sb9/main}&tab:{B/sb9/orbits}&key:source=B/sb9/main&key:source=B/sb9/orbits&HTTPPRM:&&-ref=VIZ5806326966da&-out.max=50&-out.form=HTML Table&-out.add=_r&-out.add=_RAJ,_DEJ&-sort=_r&-order=I&-oc.form=sexa&-meta.foot=1&-meta=1&-meta.ucd=2&-file=.&-meta=1&-usenav=1&-bmark=POST&
#-c.eq=J2000
#-c.r=  2
#-c.u=arcmin
#-c.geom=r
#-source=B/sb9/main,B/sb9/orbits
#-order=I
#-out=Seq
#-sort=Seq
#-joincol={B/sb9/main}.{Seq}
#-joincol=Seq
#-out=N
#-out=RAJ2000
#-out=DEJ2000
#-out=Comp
#-out=mag1
#-out=n_mag1
#-out=mag2
#-out=n_mag2
#-out=Sp1
#-out=Sp2
#-out=Name
#-out=Simbad
#Simbad=Simbad
#-out=o
#-out=Per
#-out=f_Per
#-out=e_Per
#-out=e
#-out=f_e
#-out=e_e
#-out=K1
#-out=K2
#-out=V0
#-out=rms1
#-out=rms2
#-out=Grade
#Grade=> -1
#-out=Ref
#SB8=SB8
#-out=Details
#Details=Details
#

#RESOURCE=join
#Name: #Join
#Title:  Join tables B/sb9/main,B/sb9/orbits
#
#Table	B_sb9_main_B_sb9_orbits:
#Name: B/sb9/main,B/sb9/orbits
#Title:
#Column	_RAJ20001	(F9.5)	Right ascension (FK5, Equinox=J2000.0) (computed by VizieR, not part of the original data)	[ucd=pos.eq.ra]
#Column	_DEJ20001	(F9.5)	Declination (FK5, Equinox=J2000.0) (computed by VizieR, not part of the original data)	[ucd=pos.eq.dec]
#Column	Seq1	(I4)	[1/3531] System Number (SB8 number when Seq<=1469) \linkRole{aliases and known periods for this binary } [NULL integer written as an empty string]	[ucd=meta.id;meta.main]
#Column	N1	(A1)	{\bf N} when a note exists	[ucd=phot.mag;em.IR.8-15um]
#Column	RAJ20001	(A11)	Right Ascension J2000	[ucd=pos.eq.ra;meta.main]
#Column	DEJ20001	(A11)	Declination J2000	[ucd=pos.eq.dec;meta.main]
#Column	Comp1	(a5)	Component	[ucd=meta.code.multip]
#Column	mag11	(F6.3)	? Magnitude of component 1	[ucd=phot.mag]
#Column	n_mag11	(A1)	[JPBVRyrIK] Filter in which mag1 is given	[ucd=meta.note]
#Column	mag21	(F6.3)	? Magnitude of component 2	[ucd=phot.mag]
#Column	n_mag21	(A1)	[PBVRyrIK] Filter in which mag2 is given	[ucd=meta.note]
#Column	Sp11	(a16)	MK Spectral type component 1	[ucd=src.spType]
#Column	Sp21	(a10)	MK Spectral type component 2	[ucd=src.spType]
#Column	Name1	(a29)	Name of the source (HIP when existing)	[ucd=meta.id]
#Column	Simbad1	(a6)	ask the {\bf\fg{FireBrick}Simbad} data-base about this object	[ucd=meta.ref.url]
#Column	N2	(A1)	{\bf N} when a note exists	[ucd=phot.mag;em.IR.8-15um]
#Column	o2	(I1)	Orbit number [NULL integer written as an empty string]	[ucd=meta.id]
#Column	Per2	(F12.4)	[0.05,116675] Period	[ucd=time.period]
#Column	f_Per2	(A1)	[a] a=assumed (fixed)	[ucd=meta.code]
#Column	e_Per2	(F12.4)	? Mean error on Per	[ucd=stat.error]
#Column	e2	(F6.4)	Orbital eccentricity	[ucd=src.orbital.eccentricity]
#Column	f_e2	(A1)	[>a] a=assumed (fixed) (1)	[ucd=meta.code]
#Column	e_e2	(F6.4)	? Mean error on eccentricity	[ucd=stat.error]
#Column	K12	(F7.2)	? Velocity amplitude of primary	[ucd=phys.veloc]
#Column	K22	(F7.2)	? Velocity amplitude of secondary	[ucd=phys.veloc]
#Column	V02	(F7.2)	? Systemtic velocity	[ucd=phys.veloc]
#Column	rms12	(F7.2)	? rms residuals of Radial Velocity primary	[ucd=stat.stdev]
#Column	rms22	(F7.2)	? rms residuals of Radial Velocity secondary	[ucd=stat.stdev]
#Column	Grade2	(F4.1)	? Grade of orbit (0=poor, 5=definitive)	[ucd=stat.weight]
#Column	Ref2	(a51)	Reference (bibcode) of orbit publication	[ucd=meta.bib]
#Column	Details2	(a7)	Detailed velocities and plots from http://sb9.astro.ulb.ac.be/	[ucd=meta.ref.url]
dec|ra|Seq|N|RAJ2000|DEJ2000|Comp|mag1|n_mag1|mag2|n_mag2|Sp1|Sp2|Name|Simbad|N|o|Per|f_Per|e_Per|e|f_e|e_e|K1|K2|V0|rms1|rms2|Grade|Ref|Details
+42.51244|254.45908|1746|N|16 57 50.18|+42 30 44.8|     | 6.340|V|      | |K3III           |          |HIP 83013                    |Simbad|N|1|   4991.0000| |     17.0000|0.4040| |0.0110|   4.78|       |  23.43|   0.34|       | 5.0|1998Obs...118...14G                                |Details
 +2.29222|104.49087|1747|N|06 57 57.81|+02 17 32.0|A    | 7.470|V|      | |A2              |          |HIP 33513                    |Simbad|N|1|      6.7663| |      0.0000|0.0270| |0.0013|  44.76|       | -11.19|   0.38|       | 5.0|1997Obs...117..351G                                |Details
 +2.29222|104.49087|1748|N|06 57 57.81|+02 17 32.0|B    | 8.880|V|      | |G               |          |HIP 33513                    |Simbad|N|1|      4.4813| |      0.0001|0.0000| |0.0000|  16.54|       | -13.18|   1.42|       | 5.0|1997Obs...117..351G                                |Details
 -1.11297|279.57917|1749|N|18 38 19.00|-01 06 46.7|     | 6.650|V|      | |F4V             |F6V       |HIP 91384                    |Simbad|N|1|     39.5260| |      0.0040|0.3720| |0.0050|  21.68|  22.85| -22.52|   0.63|   0.63| 5.0|1997Obs...117..288G                                |Details
 +5.86217|114.14462|1750|N|07 36 34.71|+05 51 43.8|     | 5.900|V|      | |G0V             |G1V       |HIP 37031                    |Simbad|N|1|     26.1889| |      0.0006|0.2187| |0.0017|  47.26|  48.16|   4.60|   0.41|   0.41| 5.0|1997Obs...117..208G                                |Details
+28.74092|250.75450|1751|N|16 43 01.08|+28 44 27.3|     | 8.790|V|      | |K0              |          |BD +29 2873                  |Simbad|N|1|   8410.0000| |    344.0000|0.3300| |0.0400|   3.17|       |  -1.83|   0.70|       | 4.0|1997Obs...117..140G                                |Details
+73.01386|260.22550|1752|N|17 20 54.12|+73 00 49.9|Aa   | 8.200|V|      | |K0              |          |HIP 84886                    |Simbad|N|1|     21.8249| |      0.0001|0.1126| |0.0014|  34.34|       |   0.00|   0.26|       | 5.0|1997Obs...117...82G                                |Details
+73.01386|260.22550|1753|N|17 20 54.12|+73 00 49.9|AB   | 8.200|V|      | |K0              |          |HIP 84886                    |Simbad|N|1|   2909.0000| |     21.0000|0.0640| |0.0100|   6.28|  13.65|  -8.12|   0.26|   0.26| 4.0|1997Obs...117...82G                                |Details
+25.95000|300.02737|1754| |20 00 06.57|+25 57 00.0|A    | 7.390|V|      | |K2              |          |BD +25 4058                  |Simbad| |1|   6053.0000| |     52.0000|0.5490| |0.0190|   3.14|       |   8.52|   0.40|       | 5.0|1997Obs...117...51G                                |Details
 +1.16908|093.97487|1755|N|06 15 53.97|+01 10 08.7|Aab  | 6.360|V|      | |F6V             |          |HIP 29746                    |Simbad|N|1|      2.1850| |      0.0000|0.0000| |      |  49.80|  50.50|   2.79|   1.20|   1.20| 5.0|1996Obs...116..373G                                |Details
 +9.12250|279.11596|1756|N|18 36 27.83|+09 07 21.0|     | 5.380|V|      | |F3V             |F5V       |HIP 91217                    |Simbad|N|1|      1.4845| |      0.0000|0.0000|a|      |  17.10|  18.83| -22.49|   0.57|   0.57| 5.0|1996Obs...116..233G                                |Details
+22.42922|298.68487|1757| |19 54 44.37|+22 25 45.2|     | 6.730|V|      | |K4II-III        |          |HIP 97979                    |Simbad| |1|   8258.0000| |     44.0000|0.1550| |0.0140|   5.29|       | -35.96|   0.60|       | 5.0|1996Obs...116...98G                                |Details
+17.53392|002.33100|1758|N|00 09 19.44|+17 32 02.1|     | 7.170|V|      | |G2V             |G3V       |HIP 759                      |Simbad|N|1|     23.4978| |      0.0002|0.5100| |0.0010|  54.60|  55.32| -30.34|   0.48|   0.48| 5.0|1996Obs...116...19G                                |Details
+12.50636|172.41812|1759|N|11 29 40.35|+12 30 22.9|     | 9.090|V|      | |K0              |          |BD +13 2419                  |Simbad|N|1|     60.7831| |      0.0019|0.1900| |0.0020|  35.95|  36.75|  25.35|   0.40|   0.40| 4.0|1995Obs...115..323G                                |Details
+64.24756|012.68171|1760|N|00 50 43.61|+64 14 51.2|A    | 5.373|V|      | |B9.5V           |          |HIP 3951                     |Simbad|N|1|   2091.2000| |      1.7000|0.5340| |0.0070|  11.02|       |  -2.38|   0.65|       | 5.0|1997AJ....114.1607M                                |Details
+24.10600|061.09029|1761|N|04 04 21.67|+24 06 21.6|A    | 5.516|V|      | |G0III           |          |HIP 19009                    |Simbad|N|1|   2900.4000| |      3.4000|0.6830| |0.0060|   8.69|       |  10.38|   0.50|       | 5.0|1997AJ....114.1607M                                |Details
+13.30758|168.96625|1762|N|11 15 51.90|+13 18 27.3|A    | 5.319|V|      | |K3III           |          |HIP 55016                    |Simbad|N|1|   2962.7000| |      2.8000|0.4150| |0.0080|   9.41|       |  14.64|   0.71|       | 5.0|1997AJ....114.1607M                                |Details
+60.91283|155.44775|1763|N|10 21 47.46|+60 54 46.2|A    | 7.260|V|      | |G9III           |          |HIP 50752                    |Simbad|N|1|     21.3596| |      0.0004|0.0000| |      |  23.56|       |  28.88|   0.50|       | 5.0|2002AJ....124.1064F                                |Details
 -4.84592|196.60837|1764|N|13 06 26.01|-04 50 45.3|A    | 8.270|V|      | |K2III           |          |HIP 63958                    |Simbad|N|1|     23.6546| |      0.0010|0.0216| |0.0080|   6.60|       |  21.25|   0.23|       | 5.0|2002AJ....124.1064F                                |Details
-72.09383|015.83862|1765|N|01 03 21.27|-72 05 37.8|     |13.517|V|      | |O6-6.5V         |O4-5III(f)|OGLE J010321.27-720537.8     |Simbad|N|1|      2.2060| |      0.0000|0.0000| |0.0000| 180.00| 280.00| 183.00|  33.00|       | 3.0|2003MNRAS.341..583M                                |Details
-13.99122|274.74454|1766|N|18 18 58.69|-13 59 28.4|     | 8.180|V|      | |O9.5I           |          |HIP 89753                    |Simbad|N|1|      4.0500| |      0.0000|0.0000| |0.0000|  72.20|       |  16.00|  14.00|       | 3.0|1999RMxAA..35...85B                                |Details
-59.54786|160.98917|1768| |10 43 57.40|-59 32 52.3|     |10.800|V|      | |B0.5IV-V        |          |CD -58 3527                  |Simbad| |1|      5.0340| |      0.0003|0.5100| |0.0200| 117.00| 153.00|  -5.70|  15.00|       | 4.0|2000PASP..112..359L                                |Details
-59.73144|161.19712|1769|N|10 44 47.31|-59 43 53.2|Aab  | 8.750|V|      | |O7V             |B0.2IV    |CD -59 3303                  |Simbad|N|1|      2.1529| |      0.0000|0.0000| |0.0000| 215.30| 331.80|   4.00|  23.10|   0.00| 4.0|2001MNRAS.326.1149R                                |Details
-59.73144|161.19712|1769|N|10 44 47.31|-59 43 53.2|Aab  | 8.750|V|      | |O7V             |B0.2IV    |CD -59 3303                  |Simbad|N|2|      1.8100| |      0.0200|0.1600| |0.1000| 160.00|       | -19.00|       |       | 3.0|1991ApJS...75..869L                                |Details
-59.73144|161.19712|1770|N|10 44 47.31|-59 43 53.2|Ac   |      | |      | |O9.5V           |          |CD -59 3303                  |Simbad|N|1|    285.1000| |            |0.2500| |0.0500|  49.10|       | -23.20|   8.50|       | 3.0|2001MNRAS.326.1149R                                |Details
-59.73144|161.19712|1770|N|10 44 47.31|-59 43 53.2|Ac   |      | |      | |O9.5V           |          |CD -59 3303                  |Simbad|N|2|   1340.5000| |            |0.3700| |0.0400|  46.40|       |  -8.70|   6.60|       | 4.0|2001MNRAS.326.1149R                                |Details
-66.57739|074.26850|1771|N|04 57 04.44|-66 34 38.6|     |11.607|V|      | |B1Ia            |          |HD 268732                    |Simbad|N|1|    207.0000| |      1.0000|0.3400| |0.0500|  58.00|       | 307.00|   6.40|       | 3.0|1999RMxAC...8..149M                                |Details
-59.74617|161.30300|1772|N|10 45 12.72|-59 44 46.2|     | 9.270|V|      | |O8V             |O9.5V     |Cl Trumpler 16 34            |Simbad|N|1|      2.2999| |      0.0000|0.0000| |0.0000| 208.00| 273.00|   0.00|  11.60|       | 4.0|2001MNRAS.326...78A                                |Details
-59.73867|161.30363|1773|N|10 45 12.87|-59 44 19.2|Aab  | 9.310|V|      | |O7V             |O8V       |Cl Trumpler 16 110           |Simbad|N|1|      3.6284| |      0.0001|0.0600| |0.0300| 184.00| 192.00|   8.00|  17.00|       | 4.0|2002MNRAS.336.1099A                                |Details
-59.73867|161.30363|1774|N|10 45 12.87|-59 44 19.2|Ac   |      |V|      | |09V             |          |Cl Trumpler 16 110           |Simbad|N|1|      5.0340| |      0.0030|0.0900| |0.0400|  48.00|       |   0.00|   7.60|       | 3.0|2002MNRAS.336.1099A                                |Details
+44.08103|266.03154|1775|N|17 44 07.57|+44 04 51.7|A    | 8.160|V|      | |G7III           |          |BD +44 2760                  |Simbad|N|1|     45.6228| |      0.0028|0.0075| |0.0029|  23.50|       | -31.39|   0.30|       | 5.0|2001AJ....122.3447F                                |Details
-48.76294|250.33504|1776|N|16 41 20.41|-48 45 46.6|Aa   | 5.660|V|      | |O5:V:           |O6:       |HIP 81702                    |Simbad|N|1|      2.6761| |      0.0000|0.0400| |0.0600| 111.00|       | -27.00|       |       | 3.0|1988PASP..100.1076A                                |Details
-48.77336|250.39546|1777|N|16 41 34.91|-48 46 24.1|     |10.480|V|      | |B2.5V           |          |CD -48 11077                 |Simbad|N|1|      5.9020| |      0.0030|0.1700| |0.0600|  30.00|       | -36.00|       |       | 3.0|1988PASP..100.1076A                                |Details
-48.75397|250.35775|1778|N|16 41 25.86|-48 45 14.3|     | 8.440|V|      | |B1V             |          |CD -48 11071                 |Simbad|N|1|     28.5400| |      0.0100|0.5500| |0.0200|  51.00|       | -37.00|       |       | 3.0|1988PASP..100.1076A                                |Details
-48.81392|250.22033|1779|N|16 40 52.88|-48 48 50.1|     |10.690|V|      | |B3V             |          |CD -48 11060                 |Simbad|N|1|      2.7496| |      0.0002|0.1900| |0.1100|  18.00|       | -32.00|       |       | 3.0|1988PASP..100.1076A                                |Details
-48.70900|250.50192|1780|N|16 42 00.46|-48 42 32.4|     | 9.990|V|      | |B2.5V           |          |CD -48 11088                 |Simbad|N|1|      2.3108| |      0.0001|0.2500| |0.0900|  44.00|       | -25.00|       |       | 3.0|1988PASP..100.1076A                                |Details
-48.85069|249.87779|1781|N|16 39 30.67|-48 51 02.5|     | 9.250|V|      | |B2V             |          |CD -48 11033                 |Simbad|N|1|      4.3800| |      0.0700|0.0300| |0.0700|  23.00|       | -36.00|       |       | 3.0|1988PASP..100.1076A                                |Details
-53.05472|129.99000|1782|N|08 39 57.60|-53 03 17.0|     | 5.190|V|      | |B5V             |          |HIP 42504                    |Simbad|N|1|      3.1923| |      0.0000|0.0500| |0.0300|  57.00|       |  14.50|       |       | 3.0|1988Ap&SS.146..361L                                |Details
-64.26325|161.62329|1783|N|10 46 29.59|-64 15 47.7|     | 5.224|V|      | |B7IV            |          |HIP 52701                    |Simbad|N|1|      5.4999| |      0.0001|0.3800| |0.0800|  23.00|       |   7.00|       |       | 3.0|1988Ap&SS.148..163G                                |Details
-59.68042|161.28429|1784|N|10 45 08.23|-59 40 49.5|     | 9.520|V|      | |O9.5V           |B0V       |Cl Trumpler 16 1             |Simbad|N|1|      5.7900| |      0.0600|0.0800| |0.0500| 244.00| 287.00| -20.00|       |       | 3.0|1991ApJS...75..869L                                |Details
-59.72694|161.31883|1785|N|10 45 16.52|-59 43 37.0|     | 9.220|V|      | |O4.5V((f))      |          |CD -59 3310                  |Simbad|N|1|      4.0200| |      0.0300|0.2300| |0.0400|  86.00|       | -23.00|       |       | 3.0|1991ApJS...75..869L                                |Details
-59.57639|161.03708|1786|N|10 44 08.90|-59 34 35.0|     | 7.100|V|      | |O6.V((f))       |          |Cl Trumpler 16 176           |Simbad|N|1|      5.6300| |      0.1300|0.2500| |0.1300|  44.00|       | -40.00|       |       | 3.0|1991ApJS...75..869L                                |Details
-60.05603|161.04604|1787|N|10 44 11.05|-60 03 21.7|     | 8.940|V|      | |O8.5V           |          |HDE 305536                   |Simbad|N|1|      2.0180| |      0.0010|0.0000| |      |  31.00|       | -16.00|       |       | 3.0|1990ApJS...72..323L                                |Details
-59.87442|161.00146|1788|N|10 44 00.35|-59 52 27.9|     | 8.110|V|      | |O8III(f)        |          |CD -59 3279                  |Simbad|N|1|     14.0160| |      0.0110|0.0000| |      |  69.00|       | -13.00|       |       | 3.0|1990ApJS...72..323L                                |Details
-59.88494|161.11458|1789|N|10 44 27.50|-59 53 05.8|     | 8.490|V|      | |B9.5Vb          |          |CD -59 3290                  |Simbad|N|1|     10.4740| |      0.0050|0.0000| |      |  21.00|       |   1.00|       |       | 3.0|1990ApJS...72..323L                                |Details
-60.07831|161.72433|1790|N|10 46 53.84|-60 04 41.9|     | 9.670|V|      | |O9Vn            |          |CD -59 3325                  |Simbad|N|1|      2.0200| |      0.0100|0.0000| |      |  77.00|       | -21.00|       |       | 3.0|1990ApJS...72..323L                                |Details
-59.85153|160.81571|1791|N|10 43 15.77|-59 51 05.5|     | 9.860|V|      | |B0.5            |          |CD -59 3253                  |Simbad|N|1|      2.1307| |      0.0003|0.0800| |0.0100|  63.00|       |  -9.00|       |       | 3.0|1990ApJS...72..323L                                |Details
-60.20117|160.81392|1792|N|10 43 15.34|-60 12 04.2|     | 8.360|V|      | |O8.5V           |          |HIP 52444                    |Simbad|N|1|     51.5540| |      0.0020|0.0000| |      |  21.00|       | -25.00|       |       | 3.0|1990ApJS...72..323L                                |Details
-24.01397|026.67354|1793|N|01 46 41.65|-24 00 50.3|A    | 7.900|V|      | |K0IV            |          |HIP 8281                     |Simbad|N|1|     30.1067| |      0.0002|0.4992| |0.0081|  12.53|       |   8.76|   0.20|       | 5.0|2001AJ....122..991F                                |Details
+29.67478|290.97296|1794|N|19 23 53.51|+29 40 29.2|A    | 6.230|K|      | |M5III           |          |GCVS BF Cyg                  |Simbad|N|1|    757.2000| |      3.9000|0.0000| |      |   6.72|  24.30|  -3.75|       |       | 4.0|2001AJ....121.2219F                                |Details
-11.66864|273.09233|1795|N|18 12 22.16|-11 40 07.1|A    | 5.100|K|      | |M3.5III         |          |GCVS V343 Ser                |Simbad|N|1|    450.5000| |      2.2000|0.1350| |0.0460|   2.66|       |  -5.65|       |       | 5.0|2001AJ....121.2219F                                |Details
+22.59597|165.50946|1796|N|11 02 02.27|+22 35 45.5|A    | 9.710|V| 9.710|V|K1V             |K1V       |HIP 53923                    |Simbad|N|1|      1.5260| |      0.0000|0.0000| |      | 109.14| 109.96|   3.81|   0.48|   0.48| 5.0|2000AJ....120.3265F                                |Details
+48.81833|353.41646|1797|N|23 33 39.95|+48 49 06.0|A    | 4.900|K|      | |M4III           |          |HIP 116287                   |Simbad|N|1|    759.0000| |      1.9000|0.0000| |      |   6.73|       |  -0.59|   1.10|       | 4.0|2000AJ....120.3255F                                |Details
+23.45553|275.53271|1798|N|18 22 07.85|+23 27 19.9|     | 5.400|K|      | |M5III           |          |GCVS V443 Her                |Simbad|N|1|    599.4000| |      2.1000|0.0000| |      |   2.52|       | -55.50|   0.50|       | 4.0|2000AJ....120.3255F                                |Details
+54.25067|024.09462|1799|N|01 36 22.71|+54 15 02.4|A    | 5.400|K|      | |M4II-III        |          |GCVS AX Per                  |Simbad|N|1|    682.1000| |      1.4000|0.0000| |      |   7.78|       |-117.44|   0.50|       | 4.0|2000AJ....120.3255F                                |Details
 -0.31447|273.77954|1800|N|18 15 07.09|-00 18 52.1|A    | 4.500|K|      | |M5III           |          |GCVS FG Ser                  |Simbad|N|1|    633.5000| |      2.4000|0.0000| |      |   6.92|       |  73.32|   0.60|       | 5.0|2000AJ....120.3255F                                |Details
+49.46531|291.60825|1803|N|19 26 25.98|+49 27 55.1|     | 8.010|V|      | |K3V             |          |HIP 95575                    |Simbad|N|2|    166.8349| |      0.0170|0.1393| |0.0136|  13.81|  16.52| -64.44|   0.95|       | 4.0|2012sf2a.conf...87H                                |Details
+49.46531|291.60825|1803|N|19 26 25.98|+49 27 55.1|     | 8.010|V|      | |K3V             |          |HIP 95575                    |Simbad|N|3|    166.8351| |      0.0031|0.1370| |0.0003|  14.02|  15.70| -64.29|   0.01|   0.04| 5.0|2016MNRAS.458.3272K                                |Details
+24.52075|187.42050|1804|N|12 29 40.92|+24 31 14.7|     | 9.760|V|      | |G8V             |          |BD +25 2511                  |Simbad|N|1|      3.5583| |      0.0001|0.0130| |0.0060|  75.58|  79.01|  -0.56|       |       | 5.0|1993Ap&SS.200..195D                                |Details
+37.96681|029.07871|1806| |01 56 18.89|+37 58 00.5|     | 8.970|V|      | |G9III           |          |BD +37 418                   |Simbad| |1|   3321.3000| |      9.0000|0.2240| |0.0120|   6.62|       |   4.46|   0.40|       | 5.0|1998A&A...339..423M                                |Details
+38.03281|029.21013|1807| |01 56 50.43|+38 01 58.1|     | 8.950|V|      | |G2V             |          |BD +37 422                   |Simbad| |1|    127.3370| |      0.0040|0.0000| |0.0030|  25.48|       |   4.78|   0.42|       | 5.0|1998A&A...339..423M                                |Details
+37.66053|029.40667|1808| |01 57 37.60|+37 39 37.9|     | 8.850|V|      | |K1III           |          |BD +36 368                   |Simbad| |1|   5276.0000| |     34.0000|0.1390| |0.0150|   5.40|       |   4.86|   0.39|       | 5.0|1998A&A...339..423M                                |Details
+46.84211|016.95646|1838| |01 07 49.55|+46 50 31.6|A    | 7.400|V|      | |K0II-IIIp       |          |HIP 5303                     |Simbad| |1|   1551.0000| |      4.0000|0.0830| |0.0240|   5.07|       | -24.37|   0.54|       | 4.0|1991Obs...111..299G                                |Details
+55.45125|280.73458|1840| |18 42 56.30|+55 27 04.5|     | 7.450|V|      | |K0              |          |HIP 91784                    |Simbad| |1|   4456.0000| |     17.0000|0.4880| |0.0160|   5.05|       | -21.03|   0.70|       | 4.0|1992Obs...112...10G                                |Details
+32.31414|305.38775|1841| |20 21 33.06|+32 18 50.9|     | 7.850|V|      | |K0              |          |BD +31 4046                  |Simbad| |1|     38.7870| |      0.0040|0.0220| |0.0060|  27.53|       | -60.13|   0.90|       | 5.0|1992Obs...112...41G                                |Details
+60.46861|353.39862|1842| |23 33 35.67|+60 28 07.0|A    | 7.360|V|      | |G9III           |          |HIP 116278                   |Simbad| |1|    576.4000| |      0.6000|0.3130| |0.0060|  17.92|  19.02|  -2.50|   0.50|   0.50| 5.0|1993Obs...113..294G                                |Details
+43.46189|271.86975|1843| |18 07 28.74|+43 27 42.8|     | 5.011|V|      | |G8IIICN...      |          |HIP 88788                    |Simbad| |1|   2017.0000| |      4.0000|0.3780| |0.0250|   2.92|       | -14.72|   0.50|       | 4.0|1992Obs...112..219G                                |Details
+46.84211|016.95646|1844| |01 07 49.55|+46 50 31.6|B    | 9.800|V|      | |F8V             |          |HIP 5303                     |Simbad| |1|      4.6104| |      0.0000|0.0000| |      |  81.10|  88.80| -24.18|   1.20|   1.20| 5.0|1991Obs...111..299G                                |Details
